Study_Hours_Per_Week,Attendance_Percentage,Previous_Term_Grade,Sleep_Hours_Per_Night,Participates_Extracurricular,Final_Exam_Score
7.158097238609412,78.02176541240374,43.59459874394183,5.088630086173762,1,77.35887140733844
4.961372443656412,65.1663766060598,57.340968580683565,7.1509803020023615,0,65.74338630068321
2.0983441136030097,98.1620410903489,69.67202108064355,8.254277570334596,1,81.34647506278247
5.456592191001432,84.2469853780352,83.48977406614299,4.641261538568463,1,80.1823353252404
1.3094966900369656,69.1457122201385,57.53138766126385,7.403873317773421,0,65.43282346960547
,86.86802737623427,74.4240257040355,5.539376702208182,1,100.0
3.3290198344001523,84.72512961831583,88.72877615299029,9.777561251425478,0,70.93259659420036
6.962700559185838,74.32650872131362,73.87247535002675,6.901273880319549,0,87.99710520044047
3.8053996848046987,64.54230368798517,52.812771111449855,8.835955298650948,1,67.49151132521638
5.680612190600297,86.86292782371198,41.34204298560959,7.301359252937571,1,84.50686283282738
5.920392514089517,80.81230803615173,87.85543806455115,4.260475197128915,1,84.0141943688661
2.6636900997297435,90.89273566942558,41.169817596771296,7.798908253564134,1,69.84991704324798
9.726261649881026,80.80654004447973,88.10859199763097,9.708420053239943,1,98.46158975683886
7.976195410250031,94.08726001274161,69.09154237149666,7.609670920877987,1,95.29879595239204
9.455490474077703,82.07627355097942,91.64872341820929,8.915133156560742,0,100.0
9.053446153848839,82.43751886141546,83.9330779675516,9.305238780090447,0,97.16294058659544
6.381099809299767,95.06614410633381,94.88637607933356,5.368478631693595,1,100.0
9.296868115208051,76.13931464849588,59.28914984984406,5.27226903944936,0,85.86698585830675
1.7964325184672756,65.36060913802562,82.19535589121199,7.66588593310595,1,69.62259600062093
2.763845761772307,61.15130705253356,62.106200248508316,6.4661708188402285,0,57.746545442001214
1.4070456001948426,90.20549022694476,66.39315911671498,9.039167817200322,0,63.83654467559199
3.927972976869379,84.8123820541386,74.51280047701036,9.400138740388067,0,71.53150494761567
4.498095607205338,88.16319072396894,88.05224128024864,6.120528275816309,1,91.60792651251326
3.442141285965063,68.51856646035642,94.12459080596123,5.421223353846893,0,79.19354045538424
8.458637582367365,65.45485902347079,82.25503776254851,8.683153091463172,1,83.92856293725542
,60.58178662671528,62.977173019203356,5.648836213288817,0,71.80659058232372
3.5284105871864266,74.02350235226388,63.174635125238865,8.935685911082071,0,69.67052394633974
5.884264748424236,83.59670747418532,80.56702658738902,6.542429521892577,0,90.07860905054841
2.2683180247728636,75.68976180398928,53.13274301725663,8.005299395748823,0,75.8264573630243
8.219772826786357,77.49899688094916,46.0760762222267,4.573211883008009,0,80.39984799696889
1.6709557931179373,96.16634777974994,59.50421867024271,7.743155948059438,1,76.92889403772077
9.881982429404655,73.93021868093201,55.7981445409745,6.710606072423374,1,87.87837422290782
7.9502029236699165,80.55957956639243,56.29694662507946,7.519650779052845,0,77.20406142532664
2.7884411338075514,91.34612050964571,52.848426307745044,5.0080852464691805,0,65.9528937625278
1.0496990541124216,75.8617112928508,42.3151254299999,8.421242469665092,0,59.28398042642445
8.339152856093508,84.88346800911494,40.98306641033776,9.176782465259372,0,78.5182686234706
7.361716094628554,94.4945483498698,94.32473143548174,5.300438800544654,1,99.68603274886715
7.561064512368886,97.98082494630569,63.52752235547243,4.574287333120971,0,87.75824502792811
7.941433120173512,65.88293923716152,61.137965593782496,4.141831516278018,1,73.1172892594159
1.6664018656068134,97.06350500645978,77.38060054811885,7.851829002659596,0,78.66499121261026
4.226191556898454,79.68465172318153,52.00396383257853,7.642564216532684,1,77.9765733137396
2.0428215357261674,70.32977553195833,92.24786511726239,7.28018447628442,0,79.09611873852126
8.767930832880342,78.36543024953045,83.24897579285536,5.391682576695852,0,87.72765959168774
6.609683141448022,99.20130301141909,44.91760512717427,6.345435975433088,1,95.7064959789712
3.9780822236738427,79.70472375971478,62.96694266817106,7.566858011117038,0,77.2088083202869
1.5720251525742128,73.15006441150032,88.35150691591906,6.980601153155016,0,75.30602624971883
3.79884089544096,85.33603417266903,91.96026122602757,9.926713121289325,0,85.77115026644377
,69.60582475112773,65.70708311874284,4.818638515340399,1,70.31078577569768
7.566455605042576,63.03453312434656,73.73762640658893,8.170867324285563,0,89.35008818961519
6.738017242196918,65.15518887642597,49.18686703506414,6.425912608625753,0,76.31414448938037
8.98491468318694,65.1218335583109,94.51427443753371,6.569197689553689,1,94.4291799898109
5.249934326457543,66.07610774049178,52.74194357608938,8.305586593949057,1,76.16137701407622
2.0763482134447155,65.5530869059764,91.8502475774319,8.154616907946217,1,70.8581993431819
7.419203085006955,85.63498979212858,75.73056569458026,9.94753596221313,0,88.78314112280245
7.847065437552077,67.27520337596579,73.42552371833725,4.770365736724751,0,79.8618816140752
6.051494778125466,73.82669133295452,68.19786810590797,4.624657896304998,0,73.83634479968671
7.938704619591049,95.87153639624047,52.68683964447673,8.346032902772446,1,93.61232108084414
5.444160367279517,78.95846561051489,49.70904176030295,7.470321502038455,0,68.41845383340593
5.704595464437946,86.70230954084109,52.126741498859644,5.644963999358835,0,76.2479495569286
4.847869165226946,66.8927948480652,50.254104417934,4.47651621393392,1,64.69972706138822
1.2287721406968566,67.69156075234683,82.87714604617143,4.513949497578583,1,64.50886889385654
1.97102284293974,61.63474465065916,59.256889254170154,9.36514524798471,1,56.72689066462419
1.2828626711806081,66.75740252288658,43.1813472109868,5.151203948312458,1,61.31764949789302
6.727693701374023,71.14361356127834,93.30064465774461,5.940229372693125,1,86.866961275075
3.82920382968694,67.08041937106987,88.60822367298842,5.359938413361928,0,80.16966874741512
5.577136220482325,63.548101350282224,91.02637557573672,6.129977834991624,1,86.71757295102508
9.168098265334837,64.82543484402403,94.71993024555394,4.41654305647656,0,84.11160453549837
3.2436300623398746,78.43115072130902,49.5642387070718,7.114358745449622,0,79.70045737350114
4.693446307320667,68.2533487362317,61.79331103964623,4.405675381553289,1,61.376642725240764
7.799960246887438,74.57079444192301,81.70311616372501,8.802139046934169,1,97.63933813704841
3.059183489424602,80.13669083419427,78.28113399295857,5.402272491462599,1,82.31901788997945
1.6928191884591368,87.61579314517462,48.46427484869203,7.2400714876270635,0,66.24339340112724
3.6077630762239123,61.57248559364396,84.87082187448398,9.28047452536875,1,81.70576699330907
2.4509915852860398,91.9764159563617,52.344231451016334,7.905264214283165,1,75.43233891733439
9.367278871083158,85.11601557963631,52.30996881524427,7.197746719308012,1,96.1933445903875
8.273083416079754,63.270361277954876,69.53359325913775,5.946002518692254,1,86.87417375910782
6.700633808593811,94.94314496427108,72.61169641629368,5.998011478349188,1,93.93515510985443
8.84314531168946,96.83489602127253,71.90474143107961,8.016921731189141,0,100.0
,62.44311839419455,45.03177605687652,9.964836167327006,0,76.07795252201466
2.6791305299743224,71.07510592588815,88.26034744467091,7.971035139096272,0,68.98100422522515
9.0330309864098,92.24805119172245,54.60800234237883,7.346700504220149,1,100.0
5.854080177240856,89.93038761534633,47.12332067055423,8.383903061435475,1,75.577647216834
8.266961396476564,67.38084077425509,88.88114439279374,6.791233673702309,1,100.0
9.06482169931144,68.37397293346841,92.56083240263644,4.360854055604712,0,93.09159241603716
3.8620312747467747,74.81888411165528,87.4170189495998,7.373780895267458,1,79.26798974030689
1.9904673207490908,79.38091940764085,84.52338410986829,9.74575170703228,1,72.98331278885277
3.051416462877475,84.73019086121184,76.0383089351462,5.051817654145958,1,71.33569827267993
4.843970097636307,74.75654558279089,70.29715538350266,8.140029344923995,0,79.03943242726855
8.362132893302437,78.50138864532592,44.78427179512756,5.205602131954339,1,80.11780267875476
8.74657524930709,89.89883752535026,62.46492671888843,7.214966106838488,0,99.75579711482379
1.0625691747807164,61.467328115623914,60.49786843567727,4.580058697880318,1,60.94948582406856
,70.09747777376083,54.28645810681794,6.702225617549111,0,82.45708079979887
4.7566990283390105,88.5339834353821,79.78810625287217,8.536979973371476,0,84.7339547369665
2.9989702942365724,95.80827350748797,67.2731654293324,6.085429145433892,0,79.45504984319409
2.0787883060031453,80.46709768462665,44.457541874920636,7.989470346923309,1,60.103694372714315
4.038536542632651,81.28453941061262,52.11007610723962,8.772699764738375,1,71.61333320066883
9.486187335212673,64.28688045359104,77.57923200127777,9.563066916876716,0,93.01509684943385
3.908826388186797,77.89649467293819,44.18719727196651,5.407852491132721,0,74.84206913420722
5.669115595690295,81.30469065820093,86.81638027268228,6.395895494855849,1,85.18334601447671
7.3271706300566,69.69882014538919,67.2330589857686,4.914496079982505,1,77.38380582786576
4.272666421413646,70.76972923797524,66.43226175296564,9.954901012950252,0,69.8970017171419
9.746038744488645,75.0913665241849,72.58242815627347,9.562005807545772,1,95.19832913376749
9.662025654479,60.802847911109055,85.35745312588321,7.239742781683358,1,91.79870064635143
3.2660406624282774,72.88316662332713,59.129506434620616,9.052199766258529,1,73.40122167494928
5.475236553031469,68.45792027986178,77.29088839074849,7.125747863632253,1,81.48688289133327
3.707904788350927,73.09989408711658,71.1152580197685,7.741514128016558,0,76.56765897740695
3.5635644493972087,64.79048527277004,54.68655485931817,4.5347465926960995,1,63.9515473855862
,95.6210912295958,88.32464924953369,8.531622522980847,1,84.70964516440414
6.486079005819072,83.74369814216195,83.85843118838105,4.766280901811409,0,83.45809607040242
5.524111209059753,87.16409276577959,76.2148509062134,8.95640578151517,0,86.63325918529515
1.463308761249904,91.56684954429353,86.78199510018331,8.692168526022314,1,82.18818404105723
3.507818178129503,79.9376879571623,87.70118105278914,8.252468186457858,1,83.39262051204837
9.174392973699883,63.47681152349695,78.95996371932691,4.216962283148573,1,81.52957568269196
3.1560570160027517,81.48426167274191,86.03573306000196,5.818770135671972,1,90.03929763092076
2.304053848821008,83.47364472083517,78.3609303918106,5.578675419465057,0,77.9230076482787
5.405074842498067,89.81757896737321,77.40774244681651,6.160818444829115,0,87.09377002063272
9.870854086995406,77.26638184918718,74.02362580183514,4.525856480583031,0,92.36544508967536
3.178497443603504,65.10321211182256,81.39941517567027,9.621746938186376,1,70.8256942097573
7.049219926652907,71.35103623194898,48.72328079111905,7.322813444274257,1,87.13928662247729
7.854576537958458,74.5232918559454,88.44789175594107,5.8331458639481415,1,95.97722213315315
3.1387378959315972,85.83668965326405,87.95139402598775,6.381889102445701,1,85.34962505764591
7.553947137506736,82.83113218675648,41.608600566900755,6.683215243029014,0,84.84832174712426
4.3100481944732785,74.24386903591385,85.41992128106195,7.6035660001637035,0,75.38856190537156
6.690752475342215,99.46060995171919,47.087842711039485,7.094076566178987,1,85.1842430413521
6.7017673968480524,84.23099277427548,58.4315369842528,9.516351839286504,0,76.29186062374085
5.821972156672826,69.48907166943978,80.89295409603844,6.981780897434982,1,86.97559580216115
1.8126079304896747,64.07129890481615,48.84179428265695,9.952948088939877,1,65.36450230858424
8.51772246030314,66.11436556737328,84.98818632654843,9.108549746470574,0,100.0
3.8870205847456223,69.83830913538033,85.76737978767581,5.251063086144015,1,80.45913760939145
2.678666593598688,66.42725493038223,67.91072535684599,9.583571287863498,1,70.1430724231159
1.3669762739928752,67.46268096205223,40.35122294442585,4.698198387312857,0,41.33598714250731
6.318036488694176,71.40380674775389,55.787097324620206,8.904698250947149,1,76.56521518768606
7.098079256580542,66.93494381179019,73.93098051066582,6.283739760859481,1,81.8293017188021
1.1492904603507053,95.87061698505701,93.96523979150828,9.267845922670418,0,78.7561729149694
5.608837524693529,63.20934982646569,74.74974398591675,9.208340140644701,1,77.77603057137999
3.0384619767814414,80.98045558281018,54.28919695852879,8.835552400705726,0,68.65017414751055
6.806555113685048,76.41587307958646,74.87031367047862,8.740182617842368,1,79.01255669655603
2.569297861044923,99.29514467634425,69.69919588437205,5.828074834588245,0,84.27992774083464
7.218439642922194,64.4815560867221,82.89149673331289,4.485515698307513,0,72.86455964959981
4.480618116704837,75.91422396182966,45.883935135482716,6.417881072590969,0,72.59797742299007
9.43056989863061,98.77881733101475,81.85653463761153,5.041147089919052,1,100.0
,94.62028503575921,69.76966182718607,8.16970653341477,0,75.44664825557076
4.069597159452327,92.68288283797119,92.9645602122447,6.076598359226713,0,77.49380283253113
2.021261691165302,70.3161130817976,58.802969132127735,9.85366120515949,0,59.861378867779884
9.322242564507064,66.83550349560264,74.79420412236715,7.845832464071992,0,97.52438841025915
8.896054180428829,86.74572879697723,91.26154580305096,8.934883381806166,0,100.0
3.3214746494364005,97.17503956510343,45.63803503948736,4.79514803645109,1,66.06187816922031
6.939856414307611,82.2705157205572,91.54756679800482,9.172086893635736,1,97.87966710686135
8.354999801810942,82.864507578796,77.83371472654474,9.536543143080365,1,92.08685659738673
5.996807304395161,71.19916374641137,43.73103825078446,6.922371512913616,1,75.72600244637098
5.766855205204059,90.77971732767747,56.55299618207489,7.637517626505865,1,100.0
3.1766706181040654,67.48174994230094,78.94946487549049,8.588858805417972,1,68.5070861537677
1.837924910253093,72.94716945616975,43.704283080782446,5.049031763562475,1,60.0653804489091
9.074941821579941,77.01745754465668,72.01937530969502,7.015396458780654,0,96.74124634217584
9.103762514469974,80.3044151473782,59.02356813241262,6.391978166633878,1,98.34134328356569
6.697913115459412,69.69638929660321,74.15035347721124,4.878243952973495,0,78.83371210541733
4.051268119438307,64.59347298956814,42.515811859688206,6.205206533749188,0,65.60969968932336
4.142886171513948,84.4248016976653,87.9345243383807,4.409033856312961,1,78.06662195659369
7.533601109832154,71.54522212961024,93.54189330475683,4.154871441696922,0,84.4372098074183
9.073992339573193,83.24952885690449,93.28828204071303,4.810997734928937,0,94.56157861465091
8.983777818386056,66.17450861096809,81.23085074586086,9.778690669535044,0,90.70582040515785
8.018879912718614,79.2456040741927,47.15474320718476,7.297177215370102,0,83.01211556780514
6.77828481538859,81.30357730206343,81.70447577609625,9.794932966919319,1,90.98641274667784
1.7572596849554394,62.07294147289708,41.35228040523408,6.594987269980792,1,58.54127765567366
2.454658426851524,73.46417112775683,41.21679533409485,5.870896798511557,1,69.0909563446467
9.086987696743714,65.37658707755897,57.79856205322477,7.036851177041465,1,87.27969108707185
6.457861536936309,62.53499881891071,66.87537547225662,6.6370701317974605,1,71.84038648157973
1.0827734645496667,99.5984092955978,82.37240797942863,4.633988105570463,1,82.8949898302751
1.913243885794289,72.89415379898892,77.58124571335779,7.844957888141238,1,70.52410944208182
6.971515921972502,92.3949778341854,64.52464885072116,5.296229095057598,1,86.10449566009326
1.0455542546159682,70.18562619055055,55.04946664549162,7.717527729386978,1,61.7001284504459
2.4472724627574878,87.26010888895718,94.8418475086741,7.901206554388921,1,94.40963896302702
5.938604104299275,90.40911439558747,63.43997162297851,4.912149118771889,0,70.63610630465978
7.227056779234239,83.82554962431377,64.82628633813215,4.368097762664009,1,97.53920713293765
6.867651335523405,78.86304754200634,48.99931016554181,8.684569516410638,0,85.72504517915623
3.018423785145038,76.47363656589074,83.71452518124612,6.758802542615921,0,80.32590443597843
7.409612992127823,73.95473066171981,78.15252241798188,4.348982773032855,0,80.0531083987408
3.135241787471201,97.18116576991304,52.14232870338182,9.969197903018603,0,74.25172237141017
3.9285972834334095,93.22477631150917,44.530957508871346,4.346683365978199,1,72.0971959750634
7.718422646062217,98.60107642666051,77.42746161410922,8.170211373151318,0,100.0
6.846696091424932,64.97188893942179,75.99811678546243,9.902073551580482,1,83.336343868497
8.6430106944476,89.23469900814577,55.029273984901515,5.435080625295553,1,91.31570526431801
6.91851603070309,97.53361827284152,92.29749592377257,4.8534962121231775,0,94.46756977759465
6.114777430019244,67.24932264662641,48.30818404794951,4.728309636534574,1,68.29788267389848
1.8430729104528323,62.6598506946711,63.778414057343106,5.819650885405573,0,60.92856867774819
4.309442227534902,89.64482597160236,91.89887560921794,4.60627486606388,0,88.65112508757274
3.386821309135529,82.97892452719648,63.085002430936726,8.152968050164791,1,81.81895080443451
3.195906790411752,93.67315107033087,75.1189271215247,4.373750788780376,1,62.117281631852286
9.75709499277201,65.59089506505158,61.86769188795368,7.056532768898738,0,92.15079126831097
4.537879522000844,91.81069247439561,55.08183612917685,9.98018112311786,1,78.68484896463752
9.02841899659402,68.06509280190978,94.11877063779056,8.883821617036112,1,97.5384192518772
6.680247633975366,66.54623771462818,62.51337034732737,7.6913166293860655,1,80.43405477385151
8.153301731874835,66.57063191723972,89.1754562023524,5.83752172471967,0,95.69752440737712
5.523733837946729,92.58298880925528,52.64750332400974,7.74337501774983,0,89.07704894609478
6.192134961637232,86.607888827848,51.72075872137958,7.162248783469909,1,81.75732380907917
,80.92261699076477,41.71237455864812,6.556500303342229,1,79.32580665503903
2.7571868901824006,74.3532193649401,75.84167539567368,4.784262260441197,1,65.53183589245494
7.502069037353548,95.08802163252433,60.26894890480686,9.3196252914428,1,85.41297341130948
3.526951261967702,75.69780429690542,87.53970374118003,6.698707892927935,1,80.34623146321347
1.2188436978830846,92.66397757886308,66.02654486803564,5.16773507092459,0,74.40259324812385
6.80925066316451,77.56539634280874,93.25063853530969,6.206556105263738,1,99.52173020525984
2.5939961146634403,75.0777771769963,50.203903363671664,6.484778515173562,0,69.40902266112361
9.464127259176228,78.50719142678426,87.77427423755859,8.965227373401245,1,100.0
9.585357193023286,72.05511496656568,82.71282690354579,8.401686283368413,0,99.15981891871992
9.233779511984036,89.90437520705004,82.40070145542286,8.61582936184804,1,100.0
4.331428302298999,80.10881560369917,86.46307754642882,4.066187586571884,0,76.34527944506199
1.1391095487598069,69.2885078058727,81.85631950186493,6.496923989078569,1,75.68551376164032
9.354867063289529,95.98298293098273,74.44211768972784,6.888064909811941,0,100.0
4.8536573348558285,75.35564885492846,47.21846827253132,4.11515366093834,0,68.35615414661235
9.699893371393026,81.74211444455955,41.78893987201886,5.558879252470206,0,89.10677733312325
9.672579793803276,96.25888443858187,90.64663162986278,8.561738938732809,0,100.0
8.677085099206241,84.96951983655968,73.91576729864059,4.8226582343739945,0,95.37638568345155
3.6500400286262713,64.67592162833456,83.8095510036897,7.2118607887155495,0,76.74772353699463
4.465879557417328,97.59328494453901,66.48372933319025,5.291211232103425,1,80.0919503727
8.660230043651712,85.10832212285672,46.45195039293169,4.072724647863359,0,76.39805293889519
3.852298046406499,73.39622458628344,46.88521857114027,5.447208745597249,1,64.04248438689028
2.5254347201748324,65.57088290653549,77.70609079759342,9.855242529460323,1,65.19342581496616
6.0112113621251515,91.76100757081184,63.66682421947045,8.809222671297938,1,88.40142702392322
9.425392967447028,84.80291023714054,51.02885996851852,9.7574598659262,1,85.4477763364855
7.264268170074757,81.33844367905286,67.03770007077902,6.9271242635581745,1,89.57149774548016
6.1305505308042845,95.7557033220383,43.531491539132375,4.658417192065021,0,67.21071419384731
1.8745884439369167,91.54388844898122,72.00842710529193,7.287756933842157,0,79.86527026072343
6.535065040292528,66.06699518931005,54.794637243930374,6.726264007359765,0,76.87774436028486
9.91048465093837,72.46888271182193,83.86575053504535,9.066142496437696,1,94.34048672356845
2.260756137128716,69.93956559257863,57.06990774079656,4.588495484705468,0,61.69843677023814
5.664966871273631,89.75785170290708,65.03710819949907,6.929446822130669,0,91.77149351418946
8.8963576473516,61.341297389431176,40.63912969494554,4.9002919881639055,0,63.62104973766128
7.66691755978784,82.79558739485266,43.98457882870074,5.94805556134036,0,78.09220585239714
7.273141668957412,90.49834742962761,61.58714560236767,8.424142464326799,0,86.79515661612507
7.322356755883983,95.07062547046998,66.3966359094418,6.856108776212599,1,91.80019981505771
4.2354203609777965,73.6832699486363,73.0011301465617,6.255329710874616,0,81.67807818738368
3.64232659838044,92.85029218688052,56.041441829011674,6.366857671420211,1,79.62638698791379
8.284250399306622,64.42526947820829,78.22400373695984,6.75668061043592,1,89.21496218883615
8.291020552112627,93.85809166938073,87.30673184540626,8.710099263022341,1,94.12466582931107
8.803650867220934,65.09954649327929,82.89180438913424,9.352508133641408,1,94.06361628155335
9.219164973008242,75.89149162241469,42.17903539415964,9.73200811902357,1,76.489649968584
,91.89181463118214,66.4278820991806,8.72142031753177,0,87.29913081072458
5.513646652184796,65.99669709395096,45.77115981299962,5.892441374488076,0,70.47360669336784
8.184656610700976,69.17005580930567,53.31247587243901,8.128808236519253,0,89.6236280984357
6.849675376999887,88.89010273572265,94.26644262969305,6.6256187443323515,1,94.07635543833814
7.31770189531933,88.80146146184298,47.837254859583226,5.528023732276307,0,67.83861554900056
8.16213402492491,85.6459053154119,67.43884843982458,9.045229476555535,0,92.50793232143926
9.010048076358096,87.75793777868401,73.99856538749654,4.23055809377395,1,99.6461944861641
4.041956411663822,81.70897773390385,78.63557337992572,9.41057195281254,1,87.94457892035396
4.380246573759496,70.0719623562781,70.78067759178028,6.768864787748405,1,79.91746631910276
,73.82783974015678,40.537396608055104,7.823208860849682,1,61.66722235829072
6.204521268965566,67.26390867205703,57.95537195341956,7.956123533234696,0,81.73330316736143
1.3234804641706788,96.33802245334513,68.47414038615912,9.370706444239218,1,71.68061889065734
5.190382163192141,83.33567179064482,44.83265745296583,7.8200180930032435,1,81.63458970865577
5.883801712368189,76.0340566705456,59.28448121650494,7.68360150856037,0,83.34401345216178
3.5788712691545594,78.48023214576531,41.82617098352516,4.39991224336414,0,65.36706339947818
6.317499345121097,97.89133358447262,44.32181734352614,7.110448131671225,1,100.0
1.2745022494514449,66.13405612464321,61.83078019108778,4.90101400490225,0,59.033714888717554
1.3361336987429298,83.44919328067189,47.29936647236832,8.424602612328913,1,65.17818023094509
8.403405045936925,80.23554715537864,71.21474665438569,7.073331524876047,1,95.35894044765338
4.241715772701366,84.45816941738592,77.92057330254961,8.08136667525012,0,75.70122034028638
2.143544613866963,60.72440735283362,84.03226845099957,4.250037403614305,0,56.89425478468287
5.700189340493239,94.88495635776606,51.008263433464556,4.5087520962748195,1,76.36305338251971
7.9299419778874976,97.28473129934449,49.211542024248836,8.297940328376093,1,91.21003030335302
2.9423892474715885,82.60532734356836,45.751231218392014,4.43250601599204,1,63.94692306360329
6.606014282371002,87.8660329550757,75.00366372490001,4.427540366591551,0,78.91344728577792
1.768127184943912,96.89997524709183,78.85616495677957,4.072650851409325,1,78.57965229097947
1.4651354905174694,88.28954537253594,41.737237965410316,9.739008389796881,1,64.22027276520004
5.782191684113332,66.10156171657046,91.49167354340294,8.425050156754041,1,87.33248240378532
5.865716094490959,83.05153440667253,42.85842060083098,6.1195084510123845,1,77.13005772700038
6.736869113483859,84.26860185531424,69.77129844155888,5.779213487725931,1,89.66428481351548
7.534822003503954,76.96522685209544,78.9983285698004,6.098219378475097,0,94.25055773474558
9.782668715162812,89.45776942498891,87.9033018060347,8.647921187087091,1,100.0
5.646703134710758,97.37468059076059,79.27478126728353,7.968223666422486,1,93.16260017344716
3.9066082564712135,97.02274051627106,84.09504456883855,5.111173407204808,1,85.53231171224482
8.156675752918332,78.03357485616529,58.669760589854334,5.044656012004506,1,77.52631666142572
3.437490261358668,64.52952183363021,84.81538125605817,4.590373898280384,0,64.00668054392997
,99.39364795849337,44.40631655115713,7.961816318208029,0,80.33720382831017
1.7061074320803935,93.55592345783737,89.21491608332903,8.586235973330416,0,87.4972038181814
1.2281566907391177,64.98650724813068,70.11758068845549,5.590278569950025,1,65.38011788262378
9.663835732101326,96.83367530469489,84.95137734793715,4.125669766185477,1,99.79223555256604
8.523821084609853,94.79585448248514,64.87750564850651,4.493030004858564,0,93.16567800053454
7.263767854843282,80.75352228504289,75.39677323580887,9.807160209070183,0,85.70189727697591
4.680576499728429,83.65101742979718,68.95214635148622,5.772668664864522,0,82.15643108485355
2.559648880637612,75.96010815480521,80.23742369654326,8.615338887028802,1,77.37412741521678
,62.19046555288125,44.489649011682424,7.747981413125583,1,63.71219804251893
3.252186083481358,73.40788966583604,43.31936461948101,6.291637837917375,0,62.74159109981189
5.943039982355084,92.11413794392045,53.59067787055805,5.23412357317333,0,68.42369671276991
7.431363304300561,60.18528092018411,48.774957406225354,4.728318508956439,0,67.64707540411796
6.941776390459581,73.33996686764577,87.94809616257109,7.6900778082332,1,100.0
3.5194050725134858,75.92674774363773,52.05676930469244,8.647802683826729,1,76.8595711166114
9.593787525968747,81.49582411751692,93.67258907005223,7.863425521246784,1,100.0
7.641072250261916,96.79422465651042,58.52926854741088,7.18181279949495,0,100.0
5.989186472602606,73.85383977463844,50.01648536287846,4.251707340589817,0,67.40592369015586
6.5054867161091705,73.8781280758491,83.43341789283636,9.810932665566302,1,86.74390549876468
4.776400561850109,89.50004992438994,76.22892765254818,8.792285149927448,0,83.239639565176
3.229578905510417,78.08871763559229,67.40076440492264,5.756932220205789,1,73.525803527153
,68.98419291759927,70.54499530156971,9.879821976153103,0,73.78374119176912
7.820614994179322,78.09758064530774,79.55609780497451,7.611289537817933,0,99.57474340676977
